id,type,resultTime,usedProcedure,madeBySensor,observedProperty,hasFeatureOfInterest,hasSimpleResult,hasResult_value,hasResult_unit
Observation1221,sosa:Observation,2013-10-10T17:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1222,sosa:Observation,2013-10-10T17:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.057,DEG_C
Observation1223,sosa:Observation,2013-10-10T17:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.655,PERCENT
Observation1224,sosa:Observation,2013-10-10T17:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1225,sosa:Observation,2013-10-10T18:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.105,DEG_C
Observation1226,sosa:Observation,2013-10-10T18:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.359,PERCENT
Observation1227,sosa:Observation,2013-10-10T18:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1228,sosa:Observation,2013-10-10T18:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.129,DEG_C
Observation1229,sosa:Observation,2013-10-10T18:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,57.755,PERCENT
Observation1230,sosa:Observation,2013-10-10T18:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1231,sosa:Observation,2013-10-10T19:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.604,DEG_C
Observation1232,sosa:Observation,2013-10-10T19:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,57.493,PERCENT
Observation1233,sosa:Observation,2013-10-10T19:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1234,sosa:Observation,2013-10-10T19:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.532,DEG_C
Observation1235,sosa:Observation,2013-10-10T19:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.735,PERCENT
Observation1236,sosa:Observation,2013-10-10T19:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1237,sosa:Observation,2013-10-10T20:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.198,DEG_C
Observation1238,sosa:Observation,2013-10-10T20:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.010,PERCENT
Observation1239,sosa:Observation,2013-10-10T20:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1240,sosa:Observation,2013-10-10T20:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.390,DEG_C
Observation1241,sosa:Observation,2013-10-10T20:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.403,PERCENT
Observation1242,sosa:Observation,2013-10-10T20:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1243,sosa:Observation,2013-10-10T21:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.817,DEG_C
Observation1244,sosa:Observation,2013-10-10T21:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.881,PERCENT
Observation1245,sosa:Observation,2013-10-10T21:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1246,sosa:Observation,2013-10-10T21:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.984,DEG_C
Observation1247,sosa:Observation,2013-10-10T21:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.905,PERCENT
Observation1248,sosa:Observation,2013-10-10T21:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1249,sosa:Observation,2013-10-10T22:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.270,DEG_C
Observation1250,sosa:Observation,2013-10-10T22:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.977,PERCENT
Observation1251,sosa:Observation,2013-10-10T22:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1252,sosa:Observation,2013-10-10T22:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.413,DEG_C
Observation1253,sosa:Observation,2013-10-10T22:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.281,PERCENT
Observation1254,sosa:Observation,2013-10-10T22:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1255,sosa:Observation,2013-10-10T23:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.390,DEG_C
Observation1256,sosa:Observation,2013-10-10T23:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.747,PERCENT
Observation1257,sosa:Observation,2013-10-10T23:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1258,sosa:Observation,2013-10-10T23:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.555,DEG_C
Observation1259,sosa:Observation,2013-10-10T23:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.595,PERCENT
Observation1260,sosa:Observation,2013-10-10T23:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1261,sosa:Observation,2013-10-11T00:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.174,DEG_C
Observation1262,sosa:Observation,2013-10-11T00:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.192,PERCENT
Observation1263,sosa:Observation,2013-10-11T00:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1264,sosa:Observation,2013-10-11T00:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.960,DEG_C
Observation1265,sosa:Observation,2013-10-11T00:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.254,PERCENT
Observation1266,sosa:Observation,2013-10-11T00:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1267,sosa:Observation,2013-10-11T01:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.698,DEG_C
Observation1268,sosa:Observation,2013-10-11T01:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.248,PERCENT
Observation1269,sosa:Observation,2013-10-11T01:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1270,sosa:Observation,2013-10-11T01:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.484,DEG_C
Observation1271,sosa:Observation,2013-10-11T01:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.248,PERCENT
Observation1272,sosa:Observation,2013-10-11T01:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1273,sosa:Observation,2013-10-11T02:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.341,DEG_C
Observation1274,sosa:Observation,2013-10-11T02:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.320,PERCENT
Observation1275,sosa:Observation,2013-10-11T02:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1276,sosa:Observation,2013-10-11T02:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.199,DEG_C
Observation1277,sosa:Observation,2013-10-11T02:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.207,PERCENT
Observation1278,sosa:Observation,2013-10-11T02:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1279,sosa:Observation,2013-10-11T03:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.056,DEG_C
Observation1280,sosa:Observation,2013-10-11T03:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.340,PERCENT
Observation1281,sosa:Observation,2013-10-11T03:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1282,sosa:Observation,2013-10-11T03:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.937,DEG_C
Observation1283,sosa:Observation,2013-10-11T03:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.416,PERCENT
Observation1284,sosa:Observation,2013-10-11T03:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1285,sosa:Observation,2013-10-11T04:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.794,DEG_C
Observation1286,sosa:Observation,2013-10-11T04:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.487,PERCENT
Observation1287,sosa:Observation,2013-10-11T04:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1288,sosa:Observation,2013-10-11T04:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.675,DEG_C
Observation1289,sosa:Observation,2013-10-11T04:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.593,PERCENT
Observation1290,sosa:Observation,2013-10-11T04:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1291,sosa:Observation,2013-10-11T05:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.580,DEG_C
Observation1292,sosa:Observation,2013-10-11T05:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.641,PERCENT
Observation1293,sosa:Observation,2013-10-11T05:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1294,sosa:Observation,2013-10-11T05:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.438,DEG_C
Observation1295,sosa:Observation,2013-10-11T05:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.836,PERCENT
Observation1296,sosa:Observation,2013-10-11T05:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1297,sosa:Observation,2013-10-11T06:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.319,DEG_C
Observation1298,sosa:Observation,2013-10-11T06:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.972,PERCENT
Observation1299,sosa:Observation,2013-10-11T06:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1300,sosa:Observation,2013-10-11T06:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.224,DEG_C
Observation1301,sosa:Observation,2013-10-11T06:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.204,PERCENT
Observation1302,sosa:Observation,2013-10-11T06:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1303,sosa:Observation,2013-10-11T07:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.129,DEG_C
Observation1304,sosa:Observation,2013-10-11T07:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.435,PERCENT
Observation1305,sosa:Observation,2013-10-11T07:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1306,sosa:Observation,2013-10-11T07:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.105,DEG_C
Observation1307,sosa:Observation,2013-10-11T07:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.186,PERCENT
Observation1308,sosa:Observation,2013-10-11T07:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1309,sosa:Observation,2013-10-11T08:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.962,DEG_C
Observation1310,sosa:Observation,2013-10-11T08:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.625,PERCENT
Observation1311,sosa:Observation,2013-10-11T08:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1312,sosa:Observation,2013-10-11T08:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.891,DEG_C
Observation1313,sosa:Observation,2013-10-11T08:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.889,PERCENT
Observation1314,sosa:Observation,2013-10-11T08:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1315,sosa:Observation,2013-10-11T09:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.819,DEG_C
Observation1316,sosa:Observation,2013-10-11T09:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.940,PERCENT
Observation1317,sosa:Observation,2013-10-11T09:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation1318,sosa:Observation,2013-10-11T09:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.772,DEG_C
Observation1319,sosa:Observation,2013-10-11T09:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.086,PERCENT
Observation1320,sosa:Observation,2013-10-11T09:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1321,sosa:Observation,2013-10-11T10:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.772,DEG_C
Observation1322,sosa:Observation,2013-10-11T10:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.055,PERCENT
Observation1323,sosa:Observation,2013-10-11T10:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1324,sosa:Observation,2013-10-11T10:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.701,DEG_C
Observation1325,sosa:Observation,2013-10-11T10:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.319,PERCENT
Observation1326,sosa:Observation,2013-10-11T10:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1327,sosa:Observation,2013-10-11T11:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.629,DEG_C
Observation1328,sosa:Observation,2013-10-11T11:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.613,PERCENT
Observation1329,sosa:Observation,2013-10-11T11:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation1330,sosa:Observation,2013-10-11T11:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.605,DEG_C
Observation1331,sosa:Observation,2013-10-11T11:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.823,PERCENT
Observation1332,sosa:Observation,2013-10-11T11:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1333,sosa:Observation,2013-10-11T12:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.534,DEG_C
Observation1334,sosa:Observation,2013-10-11T12:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,57.086,PERCENT
Observation1335,sosa:Observation,2013-10-11T12:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation1336,sosa:Observation,2013-10-11T12:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.534,DEG_C
Observation1337,sosa:Observation,2013-10-11T12:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,57.299,PERCENT
Observation1338,sosa:Observation,2013-10-11T12:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1339,sosa:Observation,2013-10-11T13:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.486,DEG_C
Observation1340,sosa:Observation,2013-10-11T13:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,57.505,PERCENT
Observation1341,sosa:Observation,2013-10-11T13:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1342,sosa:Observation,2013-10-11T13:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.486,DEG_C
Observation1343,sosa:Observation,2013-10-11T13:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,57.717,PERCENT
Observation1344,sosa:Observation,2013-10-11T13:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,43.4,LUX
Observation1345,sosa:Observation,2013-10-11T14:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.582,DEG_C
Observation1346,sosa:Observation,2013-10-11T14:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,57.792,PERCENT
Observation1347,sosa:Observation,2013-10-11T14:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,59.1,LUX
Observation1348,sosa:Observation,2013-10-11T14:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.582,DEG_C
Observation1349,sosa:Observation,2013-10-11T14:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.065,PERCENT
Observation1350,sosa:Observation,2013-10-11T14:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation1351,sosa:Observation,2013-10-11T15:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.510,DEG_C
Observation1352,sosa:Observation,2013-10-11T15:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.297,PERCENT
Observation1353,sosa:Observation,2013-10-11T15:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1354,sosa:Observation,2013-10-11T15:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.463,DEG_C
Observation1355,sosa:Observation,2013-10-11T15:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.411,PERCENT
Observation1356,sosa:Observation,2013-10-11T15:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1357,sosa:Observation,2013-10-11T16:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.391,DEG_C
Observation1358,sosa:Observation,2013-10-11T16:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.551,PERCENT
Observation1359,sosa:Observation,2013-10-11T16:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1360,sosa:Observation,2013-10-11T16:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.368,DEG_C
Observation1361,sosa:Observation,2013-10-11T16:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.638,PERCENT
Observation1362,sosa:Observation,2013-10-11T16:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1363,sosa:Observation,2013-10-11T17:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.320,DEG_C
Observation1364,sosa:Observation,2013-10-11T17:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.661,PERCENT
Observation1365,sosa:Observation,2013-10-11T17:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1366,sosa:Observation,2013-10-11T17:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.272,DEG_C
Observation1367,sosa:Observation,2013-10-11T17:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.804,PERCENT
Observation1368,sosa:Observation,2013-10-11T17:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1369,sosa:Observation,2013-10-11T18:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.296,DEG_C
Observation1370,sosa:Observation,2013-10-11T18:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.808,PERCENT
Observation1371,sosa:Observation,2013-10-11T18:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1372,sosa:Observation,2013-10-11T18:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.201,DEG_C
Observation1373,sosa:Observation,2013-10-11T18:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.884,PERCENT
Observation1374,sosa:Observation,2013-10-11T18:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1375,sosa:Observation,2013-10-11T19:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.153,DEG_C
Observation1376,sosa:Observation,2013-10-11T19:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.967,PERCENT
Observation1377,sosa:Observation,2013-10-11T19:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1378,sosa:Observation,2013-10-11T19:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.130,DEG_C
Observation1379,sosa:Observation,2013-10-11T19:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,58.993,PERCENT
Observation1380,sosa:Observation,2013-10-11T19:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1381,sosa:Observation,2013-10-11T20:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.082,DEG_C
Observation1382,sosa:Observation,2013-10-11T20:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.046,PERCENT
Observation1383,sosa:Observation,2013-10-11T20:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1384,sosa:Observation,2013-10-11T20:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.082,DEG_C
Observation1385,sosa:Observation,2013-10-11T20:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.227,PERCENT
Observation1386,sosa:Observation,2013-10-11T20:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1387,sosa:Observation,2013-10-11T21:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.034,DEG_C
Observation1388,sosa:Observation,2013-10-11T21:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.189,PERCENT
Observation1389,sosa:Observation,2013-10-11T21:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1390,sosa:Observation,2013-10-11T21:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,16.987,DEG_C
Observation1391,sosa:Observation,2013-10-11T21:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.152,PERCENT
Observation1392,sosa:Observation,2013-10-11T21:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1393,sosa:Observation,2013-10-11T22:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,16.939,DEG_C
Observation1394,sosa:Observation,2013-10-11T22:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.235,PERCENT
Observation1395,sosa:Observation,2013-10-11T22:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1396,sosa:Observation,2013-10-11T22:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,16.915,DEG_C
Observation1397,sosa:Observation,2013-10-11T22:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.261,PERCENT
Observation1398,sosa:Observation,2013-10-11T22:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1399,sosa:Observation,2013-10-11T23:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,16.868,DEG_C
Observation1400,sosa:Observation,2013-10-11T23:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.374,PERCENT
Observation1401,sosa:Observation,2013-10-11T23:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1402,sosa:Observation,2013-10-11T23:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,16.892,DEG_C
Observation1403,sosa:Observation,2013-10-11T23:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.287,PERCENT
Observation1404,sosa:Observation,2013-10-11T23:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation1405,sosa:Observation,2013-10-12T00:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,16.796,DEG_C
Observation1406,sosa:Observation,2013-10-12T00:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,59.332,PERCENT
